company_number,company_name,status,company_type,date_of_creation,address,postcode,locality,region,sic_codes,sic_descriptions,is_truck_commercial,is_mobile,categories
SC748040,DENNISTOUN TYRE CENTRE LTD,active,ltd,2022-10-21,"5 Craigievar Crescent, Glasgow, Lanarkshire, G33 5DN",G33 5DN,Glasgow,Lanarkshire,71129,71129: Architectural and engineering activities,False,False,fitting_service
03571013,DENTON TYRE CENTRE LIMITED,active,ltd,1998-05-27,"C/O Micheldever Tyre Services Limited, Micheldever Station, Winchester, Hampshire, SO21 3AP",SO21 3AP,Winchester,Hampshire,99999,99999: SIC code 99999,False,False,fitting_service
10010149,DEWSBURY MOT & TYRE CENTRE LTD,active,ltd,2016-02-17,"1 Day Street, Ravensthorpe, Dewsbury, West Yorkshire, WF13 3LJ",WF13 3LJ,Dewsbury,West Yorkshire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
11992316,DISCOUNT TYRE CENTRE LTD,active,ltd,2019-05-13,"197 Farnham Road, Slough, SL1 4XS",SL1 4XS,Slough,,33170; 45310; 45320,33170: SIC code 33170; 45310: Wholesale trade of motor vehicle parts and accessories; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
NI694530,DISCOUNT TYRE CENTRE NW LTD,active,ltd,2023-02-14,"27 Circular Road, Londonderry, BT48 9QX",BT48 9QX,Londonderry,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
16768316,DISCOUNT TYRE CENTRE (WORCESTER) LTD,active,ltd,2025-10-07,"Unit C1 The Old Foundry, Blockhouse Close, Worcester, Worcestershire, WR1 2BU",WR1 2BU,Worcester,Worcestershire,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
12376576,DISCOUNT TYRES & REPAIR CENTRE LTD,active,ltd,2019-12-23,"51 Abercromby Aveue, High Wycombe, HP12 3BB",HP12 3BB,High Wycombe,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
15516552,EARBY TYRE CENTRE LTD,active,ltd,2024-02-23,"Industrial Estate, New Road, Earby, BB18 6UY",BB18 6UY,Earby,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
14177985,EASTBOURNE TYRES AUTO CENTRE LIMITED,active,ltd,2022-06-16,"126 Wish Hill, Eastbourne, BN20 9HL",BN20 9HL,Eastbourne,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
11609124,EMPRESS AUTO BODY REPAIR CENTRE & TYRES LTD,active,ltd,2018-10-08,"8 Lund Street, Manchester, Lancashire, M16 9NN",M16 9NN,Manchester,Lancashire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
SC636506,ETNA TYRE CENTRE WISHAW LIMITED,active,ltd,2019-07-18,"1/7 Etna Street, Wishaw, Lanarkshire, ML2 7XA",ML2 7XA,Wishaw,Lanarkshire,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
14289068,EXETER MOTORCYCLE TYRE CENTRE LTD,active,ltd,2022-08-10,"1 Mill Street, Crediton, Devon, EX17 3AA",EX17 3AA,Crediton,Devon,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16246576,EXPRESS TYRE CENTRE LTD,active,ltd,2025-02-12,"Express Hand Car Wash, Methley Road, Castleford, West Yorkshire, WF10 1PW",WF10 1PW,Castleford,West Yorkshire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
07180586,FAIRVIEW BIKE MOT & TYRE CENTRE LIMITED,active,ltd,2010-03-06,"424 Margate Road, Westwood, Ramsgate, Kent, CT12 6SJ",CT12 6SJ,Ramsgate,Kent,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16025228,FAREHAM MOT & TYRE CENTRE LTD,active,ltd,2024-10-17,"4d Fielder Drive, Fareham, PO14 1JE",PO14 1JE,Fareham,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
07693881,FELTHAM TYRE AND AUTO CENTRES LIMITED,active,ltd,2011-07-05,"10 Orange Street, Haymarket, London, WC2H 7DQ",WC2H 7DQ,London,,82990,82990: Other business support service activities n.e.c.,False,False,fitting_service
16628631,F1 TYRES AND MOT CENTRE LTD,active,ltd,2025-08-05,"Unit 6 Victoria Way, Rawtenstall, Rossendale, BB4 7NY",BB4 7NY,Rossendale,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
04503396,FORMULA FIRST TYRE-EXHAUST & AUTO CENTRE LIMITED,active,ltd,2002-08-05,"Winterstoke Road, Weston Super Mare, North Somerset, BS24 9AA",BS24 9AA,North Somerset,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
05897871,FREEWAY EXHAUST AND TYRE CENTRE LIMITED,active,ltd,2006-08-07,"Pharmacy Chambers, High Street, Wadhurst, East Sussex, TN5 6AP",TN5 6AP,Wadhurst,East Sussex,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
07985314,FT TYRES & AUTO CENTRES LTD,active,ltd,2012-03-12,"47 London Road, Kirton, Boston, PE20 1JE",PE20 1JE,Boston,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
01661253,G.J. TYRE AND EXHAUST CENTRES LIMITED,active,ltd,1982-09-01,"22 Prospect Place, Haverfordwest, SA61 2NF",SA61 2NF,Haverfordwest,,68209,68209: SIC code 68209,False,False,fitting_service
SC761198,GLASGOW TYRES & AUTO CENTRE LIMITED,active,ltd,2023-03-06,"1887 Maryhill Road, Glasgow, G20 0DE",G20 0DE,Glasgow,,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
SC571806,GORBALS TYRE CENTRE LIMITED,active,ltd,2017-07-21,"Unit 2, 61 Kilbirnie Street, Glasgow, G5 8JD",G5 8JD,Glasgow,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16887329,GRAVESEND TYRE CENTRE LTD,active,ltd,2025-12-02,"2/4 Pelham Road South, Gravesend, DA11 8QP",DA11 8QP,Gravesend,,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
13185917,GREAT HARWOOD TYRE CENTRE LTD,active,ltd,2021-02-08,"Unit 1c Heys Lane, Great Harwood, Blackburn, Lancashire, BB6 7UA",BB6 7UA,Blackburn,Lancashire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
10114597,GREENFORD TYRE CENTRE LIMITED,active,ltd,2016-04-10,"Unit 1 Icg House, Station Approach, Greenford, UB6 0AL",UB6 0AL,Greenford,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16623639,GRIPSTONE TYRE CENTRE LIMITED,active,ltd,2025-08-02,"Unit 1 196 Ripple Road, Barking, IG11 7PR",IG11 7PR,Barking,,45200; 45310,45200: Maintenance and repair of motor vehicles; 45310: Wholesale trade of motor vehicle parts and accessories,False,False,fitting_service
13746705,G T TYRES SERVICING & MOT CENTRE LIMITED,active,ltd,2021-11-16,"39-43 Bridge Street Swinton, Mexborough, S64 8AP",S64 8AP,Mexborough,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
LP002887,HADDENHAM TYRE AND EXHAUST CENTRE,active,limited-partnership,1982-08-24,,,,,,,False,False,fitting_service
05351569,HALESWORTH TYRE & EXHAUST CENTRE LIMITED,active,ltd,2005-02-03,"22 Earsham Street, Bungay, Suffolk, NR35 1AG",NR35 1AG,Bungay,Suffolk,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16949193,HALESWORTH TYRE CENTRE LIMITED,active,ltd,2026-01-07,"22 Earsham Street, Bungay, NR35 1AG",NR35 1AG,Bungay,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
05334712,HALSTEAD TYRE & EXHAUST CENTRE LIMITED,active,ltd,2005-01-17,"Unit 2, Weavers Court,, Millbridge, Halstead, Essex, CO9 2JN",CO9 2JN,Essex,,45200; 45320; 77110,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories; 77110: Renting and leasing of cars and light motor vehicles,False,False,fitting_service
NI610233,HANNAHSTOWN TYRE & AUTO CENTRE LTD,active,ltd,2011-12-05,"Unit 1 1 Hannahstown Hill, Hannahstown, Belfast, Co. Antrim, BT17 0LT",BT17 0LT,Belfast,Co. Antrim,45200; 45320; 46719,"45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories; 46719: Wholesale trade, except of motor vehicles",False,False,fitting_service
15496223,HAVEN TYRE CENTRE LIMITED,active,ltd,2024-02-17,"Haven Tyre Centre, Moresby Road, Whitehaven, Cumbria, CA28 8TU",CA28 8TU,Whitehaven,Cumbria,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
04826836,HAVERFORDWEST TYRE & EXHAUST CENTRE LIMITED,active,ltd,2003-07-09,"Agriculture House, Winch Lane, Haverfordwest, Pembrokeshire, SA61 1RW",SA61 1RW,Pembrokeshire,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,fitting_service
16851056,HAVERHILL TYRE CENTRE LTD,active,ltd,2025-11-12,"15 Gorse Green, Peterborough, PE1 3XB",PE1 3XB,Peterborough,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
10465416,HEATH TYRES AUTO CENTRE LTD,active,ltd,2016-11-07,"130 Maes-Y-Coed Road, Cardiff, CF14 4HH",CF14 4HH,Cardiff,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
10887047,HOLMFIELD TYRE CENTRE LIMITED,active,ltd,2017-07-27,"Unit 7, Halifax Autocars, Shay Lane, Halifax, HX3 6QU",HX3 6QU,Halifax,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
13386644,HUDDERSFIELD EXHAUST CENTRE & TYRES LIMITED,active,ltd,2021-05-11,"Unit 11, Leeds Road, Mini Park, Huddersfield, HD1 6PA",HD1 6PA,Huddersfield,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
13045335,IPSWICH TYRE & ALIGNMENT CENTRE LTD,active,ltd,2020-11-26,"8 Mayfly Close, Ipswich, IP8 3UE",IP8 3UE,Ipswich,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
01943460,IPSWICH TYRE CENTRE LIMITED,active,ltd,1985-09-02,"37-41 Holywells Road, Ipswich, Suffolk, IP3 0DL",IP3 0DL,Ipswich,Suffolk,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
12822188,I-Q TYRE CENTRE LIMITED,active,ltd,2020-08-18,"7 Welland Road, Dogsthorpe, Peterborough, PE1 3SA",PE1 3SA,Peterborough,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
04890083,JOHN MILES & SON TYRE & EXHAUST CENTRE LIMITED,active,ltd,2003-09-08,"24 High Street, Saffron Walden, Essex, CB10 1AX",CB10 1AX,Saffron Walden,Essex,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
08293825,JSK CLUTCH & TYRE CENTRE LTD,active,ltd,2012-11-14,"10 Cauldwell Walk, Bedford, MK42 9DT",MK42 9DT,Bedford,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
14447849,KIDLINGTON TYRE & AUTO CENTRE LTD,active,ltd,2022-10-27,"- Langford Lane, Kidlington, Oxfordshire, OX5 1HT",OX5 1HT,Kidlington,Oxfordshire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
14994753,KIDWELLY TYRE CENTRE LTD.,active,ltd,2023-07-11,"3-5 Banc Pendre, Kidwelly, SA17 4TA",SA17 4TA,Kidwelly,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
13667962,KIRKBYGATE TYRE CENTRE LTD,active,ltd,2021-10-07,"64 Castle Boulevard, Nottingham, NG7 1FN",NG7 1FN,Nottingham,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
06057630,LAINDON TYRE CENTRE LIMITED,active,ltd,2007-01-18,"Suite 8, Stonebridge House,, Hawkwell, Hockley, Essex, SS5 4JH",SS5 4JH,Essex,,82990,82990: Other business support service activities n.e.c.,False,False,fitting_service
SC268114,LANARK TYRE AND EXHAUST CENTRE LIMITED,active,ltd,2004-05-19,"The Mechanics Workshop, New Lanark, Lanark, ML11 9DB",ML11 9DB,Lanark,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
11270974,LEADGATE TYRE CENTRE LIMITED,active,ltd,2018-03-22,"Unit 9b Lope Hill Road, Leadgate Industrial Estate, Consett, DH8 7RN",DH8 7RN,Consett,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
08039616,LEICESTER BRAKE & TYRE CENTRE LTD,active,ltd,2012-04-20,"Unit 1 Freehold Street, Leicester, LE1 2LX",LE1 2LX,Leicester,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16915208,LEPSONS TYRE CENTRE LTD,active,ltd,2025-12-16,"1 Moorfield Road, Blakenhall, Wolverhampton, West Midlands, WV2 4QT",WV2 4QT,Wolverhampton,West Midlands,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
15129198,LESTA TYRES & AUTO CENTRE LTD,active,ltd,2023-09-11,"Unit 2 Maidstone Road, Leicester, LE2 0UB",LE2 0UB,Leicester,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16372575,LISA'S TYRES & AUTO CENTRE LIMITED,active,ltd,2025-04-08,"Unit 14 Enderby Road Industrial Estate, Whetstone, Leicester, LE8 6HZ",LE8 6HZ,Leicester,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
03722764,LITTLEHAMPTON TYRE AND EXHAUST CENTRES LIMITED,active,ltd,1999-03-01,"St Martins Barn, St Martins Lane, Littlehampton, West Sussex, BN17 6BS",BN17 6BS,Littlehampton,West Sussex,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,fitting_service
13088730,LOCKWOOD TYRES & SERVICE CENTRE LTD,active,ltd,2020-12-17,"Lockwood Tyres & Service Centre, 178 Lockwood Road, Huddersfield, HD1 3QR",HD1 3QR,Huddersfield,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
13306029,LOSTOCK TYRE CENTRE LTD,active,ltd,2021-03-31,"1049 Chorley New Road, Bolton, BL6 4LN",BL6 4LN,Bolton,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
14637350,LOUTH TYRE CENTRE AND CAR WASH LTD,active,ltd,2023-02-03,"Car Wash Robinson's Unit, Belvoir Way, Louth, LN11 0LQ",LN11 0LQ,Louth,,81222,81222: Services to buildings and landscape activities,False,False,fitting_service
03509827,LOWER AUDLEY TYRE CENTRE LIMITED,active,ltd,1998-02-13,"Lower Audley Tyre Centre Limited, Bennington Street, Blackburn, Lancashire, BB2 3HP",BB2 3HP,Blackburn,Lancashire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
11474513,MANI TYRE CENTRE LTD,active,ltd,2018-07-20,"Unit 1 Cartwright Street, Wolverhampton, WV2 3BT",WV2 3BT,Wolverhampton,,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
05151151,MANNINGTREE TYRE & SERVICE CENTRE LIMITED,active,ltd,2004-06-11,"Unit 5 Causeway End, Station Road, Manningtree, Essex, CO11 2LH",CO11 2LH,Manningtree,Essex,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16853438,MANSFIELD TYRE CENTRE LTD,active,ltd,2025-11-13,"19 Herbert Street, Mansfield, Nottinghamshire, NG18 5QF",NG18 5QF,Mansfield,Nottinghamshire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
08299122,MARK 1 TYRE AND EXHAUST CENTRE LTD,active,ltd,2012-11-19,"10c - 10e Folgate Road, North Walsham, Norfolk, NR28 0AJ",NR28 0AJ,North Walsham,Norfolk,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
05923931,MATLOCK MOT TYRE & EXHAUST CENTRE LIMITED,active,ltd,2006-09-04,"18 Bakewell Road, Matlock, DE4 3AU",DE4 3AU,Matlock,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16833262,MELKSHAM CAR SALE AND TYRE CENTRE LTD,active,ltd,2025-11-05,"141 Victoria Road, Swindon, SN1 3BU",SN1 3BU,Swindon,,45112; 45200; 45320; 81299,45112: Wholesale and retail trade; repair of motor vehicles; 45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories; 81299: Services to buildings and landscape activities,False,False,fitting_service
01563274,MELTON TYRE AND EXHAUST CENTRE LIMITED,active,ltd,1981-05-21,"Blofield Business Centre Woodbastwick Road, Blofield, Norwich, NR13 4RR",NR13 4RR,Norwich,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
01898265,MERROW TYRE AND ALIGNMENT CENTRE LIMITED,active,ltd,1985-03-22,"Unit 1 & 2 Farnham Business Centre, Dogflud Way, Farnham, Surrey, GU9 7UP",GU9 7UP,Farnham,Surrey,45320; 96090,45320: Retail trade of motor vehicle parts and accessories; 96090: Other personal service activities n.e.c.,False,False,fitting_service
08068347,MIDDLESBROUGH TYRE & AUTO CENTRE LIMITED,active,ltd,2012-05-14,"Middlesbrough Tyre & Auto Centre, Ormesby Road, Middlesbrough, Cleveland, TS3 0NB",TS3 0NB,Middlesbrough,Cleveland,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
12793109,MIDLAND TYRES SERVICE CENTRE LTD,active,ltd,2020-08-05,"Shakespeare Buildings, 26 Cradley Road, Cradley Heath, West Midlands, B64 6AG",B64 6AG,Cradley Heath,West Midlands,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
NI733352,MID ULSTER TYRE CENTRE LIMITED,active,ltd,2025-09-15,"Unit 1 21 Coleraine Road, Maghera, County Derry, BT46 5BN",BT46 5BN,Maghera,County Derry,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
04669680,MILDENHALL TYRE & AUTO CENTRE LTD,active,ltd,2003-02-18,"57 Field Road, Mildenhall, Suffolk, IP28 7AN",IP28 7AN,Suffolk,,33170,33170: SIC code 33170,False,False,fitting_service
16381070,MILLOM TYRE CENTRE LTD,active,ltd,2025-04-11,"5 Beck Brow, Bootle, Millom, LA19 5UJ",LA19 5UJ,Millom,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16326397,MITCHAM TYRES & MOT CENTRE LTD,active,ltd,2025-03-19,"126 Wandsworth High Street, London, SW18 4JP",SW18 4JP,London,,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
11912682,MOSTON TYRE CENTRE LTD,active,ltd,2019-03-29,"1-9 Gill Street, Manchester, M9 4HA",M9 4HA,Manchester,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
11131444,MOTORSTART MOT AND TYRE CENTRE LTD,active,ltd,2018-01-03,"1 York St, York Street, Wigan, WN3 4BY",WN3 4BY,Wigan,,45112; 45200,45112: Wholesale and retail trade; repair of motor vehicles; 45200: Maintenance and repair of motor vehicles,False,False,fitting_service
03689817,MOTTINGHAM NEW & USED TYRES CENTRE LTD,active,ltd,1998-12-29,"117 Dartford Road, Dartford, Kent, DA1 3EN",DA1 3EN,Kent,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
15576052,MR EXHAUST & TYRE CENTRE LTD,active,ltd,2024-03-19,"Unit 8 Laceby Business Park, Laceby, Grimsby, North East Lincolnshire, DN37 7DP",DN37 7DP,Grimsby,North East Lincolnshire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
04694002,NAILSWORTH TYRE CENTRE LIMITED,active,ltd,2003-03-12,"46 George Street, Nailsworth, Stroud, GL6 0AG",GL6 0AG,Stroud,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
07988242,NEWBIGGIN TYRE CENTRE LIMITED,active,ltd,2012-03-13,"Swallow House, Parsons Road, Washington, Tyne And Wear, NE37 1EZ",NE37 1EZ,Washington,Tyne And Wear,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
NI018712,NORTH-WEST TYRE & BATTERY CENTRE LIMITED,active,ltd,1985-08-08,"177d Strand Road, Londonderry, Co.Londonderry, BT48 7PU",BT48 7PU,Co.Londonderry,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
